i,promotion,gamma
9463,low,1.025191555
9464,low,1.088946416
9465,low,1.191197094
9466,low,1.089078607
9467,low,1.073704471
9468,low,1.036358146
9469,low,1.11435946
9470,low,1.0894772
9471,low,1.17965345
9472,low,1.01898975
9473,low,1.097109905
9474,low,1.124465678
9475,low,1.030095003
9476,low,1.020846823
9477,low,1.152998825
9478,low,1.140774389
9479,low,1.056951309
9480,low,1.154702574
9481,low,1.13351117
9482,low,1.069076258
9483,low,1.152747449
9484,low,1.136806525
9485,low,1.06666768
9486,low,1.099793116
9487,low,1.14401305
9488,low,1.072229755
9489,low,1.191175217
9490,low,1.157071232
9491,low,1.058022357
9492,low,1.019473605
9493,low,1.194282056
9494,low,1.058329115
9495,low,1.123363785
9496,low,1.086039055
9497,low,1.123122637
9498,low,1.195925298
9499,low,1.081838887
9500,low,1.061884683
9501,low,1.181674125
9502,low,1.033972889
9503,low,1.136769005
9504,low,1.09089213
9505,low,1.015455575
9506,low,1.065486586
9507,low,1.020247326
9508,low,1.015917812
9509,low,1.192069267
9510,low,1.041744093
9511,low,1.016700547
9512,low,1.034575514
9513,low,1.191883984
9514,low,1.14770581
9515,low,1.031179483
9516,low,1.034004324
9517,low,1.162557577
9518,low,1.024591764
9519,low,1.154596315
9520,low,1.084978453
9521,low,1.145848286
9522,low,1.085267592
9523,low,1.018922699
9524,low,1.160591877
9525,low,1.175838546
9526,low,1.133720996
9527,low,1.024373601
9528,low,1.114597742
9529,low,1.096447084
9530,low,1.134471471
9531,low,1.01594289
9532,low,1.064828079
9533,low,1.110997964
9534,low,1.062330604
9535,low,1.161026407
9536,low,1.029665315
9537,low,1.014369773
9538,low,1.139218383
9539,low,1.035559374
9540,low,1.051672263
9541,low,1.043389183
9542,low,1.106743468
9543,low,1.107811118
9544,low,1.016210713
9545,low,1.057929912
9546,low,1.02694361
9547,low,1.109387054
9548,low,1.074255089
9549,low,1.127870451
9550,low,1.190157311
9551,low,1.161914995
9552,low,1.070907369
9553,low,1.147797169
9554,low,1.055880921
9555,low,1.154313012
9556,low,1.186289394
9557,low,1.063695555
9558,low,1.046801642
9559,low,1.193692137
9560,low,1.149858917
9561,low,1.033665825
9562,low,1.038239454
9563,low,1.191704834
9564,low,1.087799049
9565,low,1.001648168
9566,low,1.048676465
9567,low,1.112459541
9568,low,1.16200395
9569,low,1.053704307
9570,low,1.191012513
9571,low,1.121006007
9572,low,1.078709624
9573,low,1.193459883
9574,low,1.143787287
9575,low,1.19815876
9576,low,1.146449378
9577,low,1.020860076
9578,low,1.009401494
9579,low,1.18238512
9580,low,1.18825957
9581,low,1.122093957
9582,low,1.026256437
9583,low,1.145647455
9584,low,1.071029946
9585,low,1.085293251
9586,low,1.096965961
9587,low,1.12406247
9588,low,1.114088522
9589,low,1.104071326
9590,low,1.157943995
9591,low,1.095098532
9592,low,1.011289494
9593,low,1.13878678
9594,low,1.031727027
9595,low,1.131629102
9596,low,1.108219526
9597,low,1.157516766
9598,low,1.019215111
9599,low,1.158191906
9600,low,1.088397027
9601,low,1.104451521
9602,low,1.068483537
9603,low,1.196957863
9604,low,1.120334276
9605,low,1.087889467
9606,low,1.160122563
9607,low,1.065661403
9608,low,1.16175501
9609,low,1.003645969
9610,low,1.193178544
9611,low,1.117817669
9612,low,1.032161066
9613,low,1.171102505
9614,low,1.112508658
9615,low,1.064121169
9616,low,1.003820773
9617,low,1.197185209
9618,low,1.194295986
9619,low,1.177848485
9620,low,1.102927145
9621,low,1.186695791
9622,low,1.198181131
9623,low,1.121297168
9624,low,1.031306325
9625,low,1.056684575
9626,low,1.089069797
9627,low,1.177469086
9628,low,1.183047637
9629,low,1.062817381
9630,low,1.16385152
9631,low,1.025052646
9632,low,1.107506146
9633,low,1.078400575
9634,low,1.036464178
9635,low,1.077649701
9636,low,1.044633282
9637,low,1.105514521
9638,low,1.156584515
9639,low,1.133375991
9640,low,1.14020517
9641,low,1.163736825
9642,low,1.101187995
9643,low,1.075567263
9644,low,1.003075761
9645,low,1.177806252
9646,low,1.163756006
9647,low,1.082528657
9648,low,1.022601559
9649,low,1.133022808
9650,low,1.099914163
9651,low,1.033648665
9652,low,1.042288975
9653,low,1.191090572
9654,low,1.13226726
9655,low,1.154430159
9656,low,1.058715999
9659,low,1.129285364
9661,low,1.080450886
9663,low,1.032442451
9666,low,1.17128423
9668,low,1.092582035
9669,low,1.061097199
9671,low,1.15765906
9677,low,1.025301531
9678,low,1.021003307
9680,low,1.000619676
9688,low,1.046670611
9690,low,1.125488401
9691,low,1.101920548
9692,low,1.074990645
9693,low,1.109158582
9694,low,1.11862586
9695,low,1.117318688
9696,low,1.124776039
9697,low,1.125695734
9698,low,1.008708782
9699,low,1.084590507
9700,low,1.171133932
9701,low,1.144187327
9702,low,1.197881541
9703,low,1.013563318
9704,low,1.072987673
9705,low,1.032150679
9706,low,1.188690112
9707,low,1.08583526
9708,low,1.171493554
9709,low,1.184243953
9710,low,1.041832621
9711,low,1.028070471
9712,low,1.163914791
9713,low,1.021828242
9714,low,1.117045715
9715,low,1.034098312
9716,low,1.023359761
9717,low,1.192177687
9718,low,1.084461057
9719,low,1.093804036
9720,low,1.053489162
9721,low,1.149449362
9722,low,1.107374551
9723,low,1.087327028
9724,low,1.003065643
9725,low,1.097687008
9726,low,1.055815098
9727,low,1.047370081
9728,low,1.089832153
9729,low,1.120455908
9730,low,1.125989249
9731,low,1.197223281
9732,low,1.122647384
9733,low,1.067752972
9734,low,1.035680128
9735,low,1.073166032
9736,low,1.030317718
9737,low,1.106640597
9738,low,1.127924508
9739,low,1.019426503
9740,low,1.104293125
9741,low,1.175362444
9742,low,1.157098172
9743,low,1.099809801
9744,low,1.068923419
9745,low,1.004575731
9746,low,1.011977766
9747,low,1.102824192
9748,low,1.125731935
9749,low,1.070065747
9750,low,1.177296075
9751,low,1.027241509
9752,low,1.143507954
9753,low,1.140989993
9754,low,1.055390821
9755,low,1.194396377
9756,low,1.139187264
9757,low,1.125263942
9758,low,1.030343396
9759,low,1.19456231
9760,low,1.168543061
9761,low,1.111339377
9762,low,1.152818625
9763,low,1.023510078
9764,low,1.12196753
9765,low,1.000631046
9766,low,1.170681585
9767,low,1.187581113
9768,low,1.121052517
9769,low,1.033740647
9770,low,1.133800792
9771,low,1.130830891
9772,low,1.030109657
9773,low,1.120355555
9774,low,1.088235772
9775,low,1.038154177
9776,low,1.000444204
9777,low,1.092887172
9778,low,1.175452064
9779,low,1.184122476
9780,low,1.046921081
9781,low,1.0209866
9782,low,1.198871616
9783,low,1.16859252
9784,low,1.181208451
9785,low,1.090144141
9786,low,1.070328315
9787,low,1.066384392
9788,low,1.120689093
9789,low,1.059094913
9790,low,1.03345696
9791,low,1.093074674
9792,low,1.161380302
9793,low,1.158144676
9794,low,1.128022049
9795,low,1.173619587
9796,low,1.147523144
9797,low,1.1938109
9798,low,1.189620089
9799,low,1.197796784
9800,low,1.095460092
9801,low,1.199772349
9802,low,1.041775504
9803,low,1.129259623
9804,low,1.07603037
9805,low,1.126388836
9806,low,1.187191155
9807,low,1.033549764
9808,low,1.184763233
9809,low,1.020010264
9810,low,1.138212379
9811,low,1.056340141
9812,low,1.028415697
9813,low,1.023973627
9814,low,1.026814815
9815,low,1.030245989
9816,low,1.183515043
9817,low,1.194032591
9818,low,1.125859912
9819,low,1.099439642
9820,low,1.042581501
9821,low,1.011651567
9822,low,1.019186193
9823,low,1.061111945
9824,low,1.196829976
9825,low,1.116419427
9826,low,1.082237861
9827,low,1.182571848
9828,low,1.119928613
9829,low,1.04803294
9830,low,1.147877017
9831,low,1.040799922
9832,low,1.120706105
9833,low,1.16492765
9834,low,1.045386044
9835,low,1.058002453
9836,low,1.18549575
9837,low,1.170749196
9838,low,1.19386277
9839,low,1.124960399
9840,low,1.171811852
9841,low,1.00311779
9842,low,1.120973767
9843,low,1.088587407
9844,low,1.074053098
9845,low,1.00465636
9846,low,1.199513217
9847,low,1.114577185
9848,low,1.072691942
9849,low,1.185925318
9850,low,1.102378784
9851,low,1.162194411
9852,low,1.187969271
9853,low,1.14333468
9854,low,1.07909846
9855,low,1.169513709
9856,low,1.052505816
9857,low,1.075997631
9858,low,1.009156885
9859,low,1.070894691
9860,low,1.085925555
9861,low,1.034365413
9862,low,1.135697051
9863,low,1.0381005
9864,low,1.191821022
9865,low,1.02987697
9866,low,1.160313867
9867,low,1.040533467
9868,low,1.054340489
9869,low,1.193353994
9870,low,1.011774141
9871,low,1.130430607
9872,low,1.125683932
9873,low,1.190158425
9874,low,1.18511565
9875,low,1.048750146
9876,low,1.111341591
9877,low,1.128328342
9878,low,1.041102942
9879,low,1.171399356
9880,low,1.095038732
9881,low,1.037355334
9882,low,1.009242159
9883,low,1.05771956
9884,low,1.171888688
9885,low,1.058371865
9886,low,1.152842162
9887,low,1.03455639
9888,low,1.165507391
9889,low,1.062511369
9890,low,1.089101009
9891,low,1.04207308
9892,low,1.074819128
9893,low,1.174647569
9894,low,1.189192319
9895,low,1.014302107
9896,low,1.097783609
9897,low,1.146967531
9898,low,1.080141821
9899,low,1.167533449
9900,low,1.106570132
9901,low,1.141349666
9902,low,1.137136404
9903,low,1.052871143
9904,low,1.038646825
9905,low,1.009293546
9906,low,1.142870901
9907,low,1.024532603
9908,low,1.014453124
9909,low,1.168202802
9910,low,1.199039124
9911,low,1.195289573
9912,low,1.156783322
9913,low,1.020286682
9914,low,1.080050321
9915,low,1.118442265
9916,low,1.106957373
9917,low,1.126908473
9918,low,1.06009572
9919,low,1.095458213
9920,low,1.180028642
9921,low,1.083726756
9922,low,1.161111229
9923,low,1.061527849
9924,low,1.045047368
9925,low,1.161043097
9926,low,1.071630077
9927,low,1.199645256
9928,low,1.089461353
9929,low,1.171428269
9930,low,1.088280317
9931,low,1.008231522
9932,low,1.041340214
9933,low,1.009762743
9934,low,1.034184094
9935,low,1.109070403
9936,low,1.09011246
9937,low,1.022025154
9938,low,1.157529875
9939,low,1.137543408
9940,low,1.158437822
9941,low,1.061078142
9942,low,1.16261486
9943,low,1.027157569
9944,low,1.143573669
9945,low,1.000913193
9946,low,1.064751044
9947,low,1.016917306
9948,low,1.143745337
9949,low,1.123766965
9950,low,1.08874692
9951,low,1.196468953
9952,low,1.172121775
9953,low,1.118630857
9954,low,1.178352407
9955,low,1.041315865
9956,low,1.148604385
9957,low,1.056100949
9958,low,1.067154616
9959,low,1.093156055
9960,low,1.103283016
9961,low,1.157125475
9962,low,1.166110515
9963,low,1.091365913
9964,low,1.140193476
9965,low,1.166847518
9966,low,1.171559716
9967,low,1.153907989
9968,low,1.031718989
9969,low,1.095363088
9970,low,1.186164716
9971,low,1.038144228
9972,low,1.128109046
9973,low,1.172843112
9974,low,1.121720826
9975,low,1.119089726
9976,low,1.047752262
9977,low,1.104724744
9978,low,1.142011474
9979,low,1.192606921
9980,low,1.193226553
9981,low,1.183354644
9982,low,1.022559111
9983,low,1.071760903
9984,low,1.085227008
9985,low,1.18924581
9986,low,1.00766052
9987,low,1.064915013
9988,low,1.136493497
9989,low,1.064908866
9990,low,1.086738825
9991,low,1.079857968
9992,low,1.039681308
9993,low,1.114979454
9994,low,1.025005139
9995,low,1.0994277
9996,low,1.048082147
9997,low,1.039302691
9998,low,1.163586104
9999,low,1.171154756
10000,low,1.073245943
10001,low,1.03853069
10002,low,1.141771285
10003,low,1.020648209
10004,low,1.058803166
10005,low,1.061164432
10006,low,1.03088643
10007,low,1.121955995
10008,low,1.173226282
10009,low,1.175251493
10010,low,1.16412631
10011,low,1.016093053
10012,low,1.132293751
10013,low,1.017253535
10014,low,1.008911433
10015,low,1.026805466
10016,low,1.032582172
10017,low,1.011367918
10018,low,1.013318986
10019,low,1.15668405
10020,low,1.118497287
10021,low,1.095084402
10022,low,1.031242855
10023,low,1.040948289
10024,low,1.000727218
10025,low,1.085830659
10026,low,1.0617811
10027,low,1.001434109
10028,low,1.107937653
10029,low,1.188906553
10030,low,1.099198731
10031,low,1.009933507
10032,low,1.039971487
10033,low,1.186642596
10034,low,1.162634675
10035,low,1.041734616
10036,low,1.150089014
10037,low,1.051668906
10042,low,1.011747611
10043,low,1.173460881
10046,low,1.130310713
10049,low,1.105974127
10050,low,1.118103752
10051,low,1.049727272
10054,low,1.069156894
10056,low,1.161517446
10058,low,1.14951498
10059,low,1.150397217
10062,low,1.118810589
10064,low,1.114011036
10065,low,1.136536839
10068,low,1.124017532
10069,low,1.077843976
10072,low,1.069831028
10078,low,1.091068706
10081,low,1.051210119
10084,low,1.09573795
10086,low,1.172811203
10088,low,1.171204585
10089,low,1.125399128
10091,low,1.055824069
0,medium,1.330132177
1,medium,1.360519514
2,medium,1.300168551
3,medium,1.270176704
4,medium,1.321466526
5,medium,1.206232898
6,medium,1.270822229
7,medium,1.30233738
8,medium,1.398428371
9,medium,1.368581706
10,medium,1.317491757
11,medium,1.359270437
12,medium,1.297930572
13,medium,1.247313418
16,medium,1.273959371
17,medium,1.300183418
18,medium,1.386115841
19,medium,1.300064703
20,medium,1.231896286
21,medium,1.324025579
22,medium,1.374663226
23,medium,1.248939045
24,medium,1.288897992
25,medium,1.242287052
26,medium,1.336697548
27,medium,1.362950487
28,medium,1.209915686
29,medium,1.214739695
30,medium,1.348286415
31,medium,1.21966689
32,medium,1.223459387
33,medium,1.202071398
34,medium,1.260274092
35,medium,1.308008678
36,medium,1.375710981
37,medium,1.366772747
38,medium,1.265136794
39,medium,1.385296266
40,medium,1.258587822
41,medium,1.325767013
42,medium,1.268866727
43,medium,1.399546592
44,medium,1.300163018
45,medium,1.229126901
46,medium,1.336925362
47,medium,1.27787941
48,medium,1.337893753
49,medium,1.386844746
50,medium,1.373280001
51,medium,1.242627282
52,medium,1.368487927
53,medium,1.200046915
54,medium,1.242559919
55,medium,1.224298805
56,medium,1.245400241
57,medium,1.338642115
58,medium,1.250248274
59,medium,1.213689568
60,medium,1.211208257
61,medium,1.374165672
62,medium,1.214945174
63,medium,1.395593188
64,medium,1.378910574
65,medium,1.358959691
66,medium,1.386626618
67,medium,1.365995472
68,medium,1.290676563
69,medium,1.228700641
70,medium,1.20690853
71,medium,1.337562121
72,medium,1.356609664
73,medium,1.374087093
74,medium,1.217315094
75,medium,1.331951251
76,medium,1.240803606
77,medium,1.307907368
78,medium,1.324371703
79,medium,1.338127942
80,medium,1.307770693
81,medium,1.303281225
82,medium,1.254925752
83,medium,1.254270346
84,medium,1.291627296
85,medium,1.229928726
86,medium,1.393992075
87,medium,1.233800275
88,medium,1.341586656
89,medium,1.287184955
90,medium,1.352230798
91,medium,1.204925695
92,medium,1.229005218
93,medium,1.302763595
94,medium,1.331605137
95,medium,1.376116445
96,medium,1.238139786
97,medium,1.356524888
98,medium,1.24965065
99,medium,1.329901616
100,medium,1.2385972
101,medium,1.29745822
102,medium,1.201496262
103,medium,1.230107273
104,medium,1.243918532
105,medium,1.255342186
107,medium,1.390619535
110,medium,1.358456402
112,medium,1.28336563
115,medium,1.21416964
116,medium,1.339423242
117,medium,1.38608983
118,medium,1.306579678
119,medium,1.371696808
120,medium,1.362428096
121,medium,1.315764291
122,medium,1.210805273
123,medium,1.355309043
124,medium,1.352158884
125,medium,1.214105244
126,medium,1.337455605
127,medium,1.340395034
128,medium,1.364042466
129,medium,1.282192313
130,medium,1.289748177
131,medium,1.282393968
132,medium,1.217747904
133,medium,1.287870409
134,medium,1.212805471
135,medium,1.372557446
136,medium,1.357446407
137,medium,1.295459584
138,medium,1.206079892
139,medium,1.305125331
140,medium,1.357230036
141,medium,1.274083959
142,medium,1.29369453
143,medium,1.251236777
144,medium,1.259968849
145,medium,1.380009756
146,medium,1.334759353
147,medium,1.337010456
148,medium,1.362128984
149,medium,1.208509239
150,medium,1.259460977
151,medium,1.356606776
152,medium,1.231082296
153,medium,1.276926847
154,medium,1.241965645
155,medium,1.243057069
156,medium,1.201484771
157,medium,1.236144886
158,medium,1.322881189
159,medium,1.332928234
160,medium,1.23279579
161,medium,1.23769868
162,medium,1.303106011
163,medium,1.228231392
164,medium,1.363166747
165,medium,1.397142098
166,medium,1.22724627
167,medium,1.258975268
168,medium,1.363137178
169,medium,1.366861071
170,medium,1.304758827
171,medium,1.288418996
172,medium,1.384853525
173,medium,1.252597194
174,medium,1.337119758
175,medium,1.2618947
176,medium,1.29841927
177,medium,1.323568509
178,medium,1.318708752
179,medium,1.355340287
180,medium,1.397820823
181,medium,1.263910202
182,medium,1.30444474
183,medium,1.214186999
184,medium,1.20003702
185,medium,1.389488773
186,medium,1.279772784
187,medium,1.290159206
188,medium,1.332988273
189,medium,1.30648026
190,medium,1.2735016
191,medium,1.226451478
192,medium,1.248131701
193,medium,1.274246485
194,medium,1.288878704
195,medium,1.398368761
196,medium,1.275511318
197,medium,1.28217916
198,medium,1.389723009
199,medium,1.325686447
200,medium,1.28730277
201,medium,1.373106273
202,medium,1.344916878
203,medium,1.236286956
204,medium,1.264087888
205,medium,1.222351014
206,medium,1.231220247
207,medium,1.35707163
208,medium,1.29707154
209,medium,1.390253133
210,medium,1.359557653
211,medium,1.288128335
212,medium,1.220088393
213,medium,1.26212349
214,medium,1.348504481
215,medium,1.276649208
216,medium,1.382897776
217,medium,1.204504281
218,medium,1.36904453
219,medium,1.315741575
220,medium,1.349088265
221,medium,1.235336631
222,medium,1.347061501
223,medium,1.346730572
224,medium,1.201383043
225,medium,1.360067281
226,medium,1.279613478
227,medium,1.284213831
228,medium,1.322046788
229,medium,1.340411064
230,medium,1.350490705
231,medium,1.390387949
232,medium,1.378936485
233,medium,1.387105766
234,medium,1.389599744
235,medium,1.329705576
236,medium,1.341798023
237,medium,1.355946729
238,medium,1.380536998
239,medium,1.299978849
240,medium,1.207677861
241,medium,1.215744424
242,medium,1.29599887
243,medium,1.349333115
244,medium,1.282516804
245,medium,1.258565825
246,medium,1.295645788
247,medium,1.309951841
248,medium,1.302313284
249,medium,1.351790835
250,medium,1.390028506
251,medium,1.261698035
252,medium,1.203031952
253,medium,1.289681566
254,medium,1.308335411
255,medium,1.276531948
256,medium,1.35192893
257,medium,1.338774446
258,medium,1.303866289
260,medium,1.325637016
262,medium,1.36243814
263,medium,1.372080792
269,medium,1.385198953
271,medium,1.299180656
276,medium,1.230512959
277,medium,1.269772061
278,medium,1.290422604
413,medium,1.208213695
414,medium,1.249583388
420,medium,1.272483555
424,medium,1.370170799
428,medium,1.327927673
429,medium,1.259437698
434,medium,1.290471104
437,medium,1.25736858
439,medium,1.252616805
455,medium,1.324042117
456,medium,1.317036187
457,medium,1.249790351
460,medium,1.319747658
463,medium,1.308442077
467,medium,1.30048259
470,medium,1.39150225
471,medium,1.335282864
472,medium,1.228467029
473,medium,1.296796895
474,medium,1.294565159
475,medium,1.364895282
476,medium,1.220039328
477,medium,1.318698856
478,medium,1.309211593
